NM_SENADOR;CD_SENADOR;NM_UF;AN_ELEICAO;NM_SENADOR1;SG_PARTIDO;CS_SEXO;% SENADOR_ID;AN_REFERENCIA1;VL_IAU1;VL_IRL1;VL_IVOT1;VL_IASS1;senador_id_file_ceaps;QT_ANOS_IDADE;VL_REEMBOLSADO;ORIGEM;AN_REFERENCIA;VL_IAU;VL_IRL;VL_IVOT;VL_IASS;Calculation;Produtividade
FERNANDO BEZERRA COELHO;5540;PE;2014;FERNANDO BEZERRA COELHO;PTB;MASCULINO;55402011;2011;0;0.0211267606;0.2803586429;0;55402011;;0;file_eleitos;2011;0;0.0211267606;0.2803586429;0;0.3014854035;0.0753713509
FERNANDO BEZERRA COELHO;5540;PE;2014;FERNANDO BEZERRA COELHO;PTB;MASCULINO;55402016;2016;0.2830882353;0.5272727273;0.2803586429;0.9340659341;55402016;;0;file_eleitos;2016;0.2830882353;0.5272727273;0.2803586429;0.9340659341;2.0247855396;0.5061963849
FERNANDO BEZERRA COELHO;5540;PE;2014;FERNANDO BEZERRA COELHO;PTB;MASCULINO;55402013;2013;0;0.1196581197;0.2803586429;0;55402013;;0;file_eleitos;2013;0;0.1196581197;0.2803586429;0;0.4000167626;0.1000041907
FERNANDO BEZERRA COELHO;5540;PE;2014;FERNANDO BEZERRA COELHO;PTB;MASCULINO;55402017;2017;0.2222222222;0.4482758621;0.2803586429;0.9230769231;55402017;;0;file_eleitos;2017;0.2222222222;0.4482758621;0.2803586429;0.9230769231;1.8739336503;0.4684834126
FERNANDO BEZERRA COELHO;5540;PE;2014;FERNANDO BEZERRA COELHO;PTB;MASCULINO;55402015;2015;0.4289099526;0.3921568627;0.2803586429;0.8897637795;55402015;;0;file_eleitos;2015;0.4289099526;0.3921568627;0.2803586429;0.8897637795;1.9911892378;0.4977973095
FERNANDO BEZERRA COELHO;5540;PE;2014;FERNANDO BEZERRA COELHO;PTB;MASCULINO;55402014;2014;0;0.3333333333;0.2803586429;0;55402014;;0;file_eleitos;2014;0;0.3333333333;0.2803586429;0;0.6136919763;0.1534229941
FERNANDO BEZERRA COELHO;5540;PE;2014;FERNANDO BEZERRA COELHO;PTB;MASCULINO;55402012;2012;0;0.0805369128;0.2803586429;0;55402012;;0;file_eleitos;2012;0;0.0805369128;0.2803586429;0;0.3608955557;0.0902238889
GARIBALDI ALVES FILHO;87;RN;;GARIBALDI ALVES FILHO;MDB;;872017;2017;0.1777777778;0.1379310345;0;0.8923076923;872017;;0;file_eleitos;2017;0.1777777778;0.1379310345;0;0.8923076923;1.2080165046;0.3020041261
GARIBALDI ALVES FILHO;87;;;GARIBALDI ALVES FILHO;MDB;;872011;2011;0;0.0281690141;0;0;872011;;0;file_eleitos;2011;0;0.0281690141;0;0;0.0281690141;0.0070422535
GARIBALDI ALVES FILHO;87;;;GARIBALDI ALVES FILHO;MDB;;872013;2013;0;0.0170940171;0;0;872013;;0;file_eleitos;2013;0;0.0170940171;0;0;0.0170940171;0.0042735043
GARIBALDI ALVES FILHO;87;;;GARIBALDI ALVES FILHO;MDB;;872015;2015;0.4052132701;0.045751634;0;0;872015;;0;file_eleitos;2015;0.4052132701;0.045751634;0;0;0.4509649041;0.112741226
GARIBALDI ALVES FILHO;87;;;GARIBALDI ALVES FILHO;MDB;;872014;2014;0;0.0144927536;0;0;872014;;0;file_eleitos;2014;0;0.0144927536;0;0;0.0144927536;0.0036231884
GARIBALDI ALVES FILHO;87;;;GARIBALDI ALVES FILHO;MDB;;872012;2012;0;0.033557047;0;0;872012;;0;file_eleitos;2012;0;0.033557047;0;0;0.033557047;0.0083892617
GARIBALDI ALVES FILHO;87;RN;;GARIBALDI ALVES FILHO;MDB;;872016;2016;0.3014705882;0.1454545455;0;0.9450549451;872016;;0;file_eleitos;2016;0.3014705882;0.1454545455;0;0.9450549451;1.3919800787;0.3479950197
CIDINHO SANTOS;5108;;;CIDINHO SANTOS;PR;;51082015;2015;0;0.0718954248;0;0;51082015;;0;file_eleitos;2015;0;0.0718954248;0;0;0.0718954248;0.0179738562
CIDINHO SANTOS;5108;MT;;CIDINHO SANTOS;PR;;51082016;2016;0.1617647059;0.2181818182;0;0.8307692308;51082016;;0;file_eleitos;2016;0.1617647059;0.2181818182;0;0.8307692308;1.2107157548;0.3026789387
CIDINHO SANTOS;5108;MT;;CIDINHO SANTOS;PR;;51082017;2017;0.1472222222;0.3620689655;0;0.9384615385;51082017;;0;file_eleitos;2017;0.1472222222;0.3620689655;0;0.9384615385;1.4477527262;0.3619381816
CIDINHO SANTOS;5108;;;CIDINHO SANTOS;PR;;51082014;2014;0.0812720848;0.1449275362;0;0;51082014;;0;file_eleitos;2014;0.0812720848;0.1449275362;0;0;0.226199621;0.0565499053
CIDINHO SANTOS;5108;;;CIDINHO SANTOS;PR;;51082011;2011;0;0.0281690141;0;0;51082011;;0;file_eleitos;2011;0;0.0281690141;0;0;0.0281690141;0.0070422535
CIDINHO SANTOS;5108;MT;;CIDINHO SANTOS;PR;;51082012;2012;0.0950570342;0.0939597315;0;1;51082012;;0;file_eleitos;2012;0.0950570342;0.0939597315;0;1;1.1890167658;0.2972541914
CIDINHO SANTOS;5108;;;CIDINHO SANTOS;PR;;51082013;2013;0;0.094017094;0;0;51082013;;0;file_eleitos;2013;0;0.094017094;0;0;0.094017094;0.0235042735
FLEXA RIBEIRO;3634;PA;;FLEXA RIBEIRO;PSDB;;36342011;2011;0.3157894737;0.5281690141;0;0.8888888889;36342011;73;335215.16;file_eleitos;2011;0.3157894737;0.5281690141;0;0.8888888889;1.7328473767;0.4332118442
FLEXA RIBEIRO;3634;PA;;FLEXA RIBEIRO;PSDB;;36342016;2016;0.2794117647;0.7636363636;0;0.956043956;36342016;73;364022.34;file_eleitos;2016;0.2794117647;0.7636363636;0;0.956043956;1.9990920844;0.4997730211
FLEXA RIBEIRO;3634;PA;;FLEXA RIBEIRO;PSDB;;36342017;2017;0.2472222222;1;0;0.9846153846;36342017;73;422372.64;file_eleitos;2017;0.2472222222;1;0;0.9846153846;2.2318376068;0.5579594017
FLEXA RIBEIRO;3634;PSDB;;FLEXA RIBEIRO;PSDB;;36342014;2014;0.2155477032;1;0;0.9435483871;36342014;73;386931.72;file_eleitos;2014;0.2155477032;1;0;0.9435483871;2.1590960903;0.5397740226
FLEXA RIBEIRO;3634;PA;;FLEXA RIBEIRO;PSDB;;36342013;2013;0.4027777778;1;0;0.9831932773;36342013;73;304058.78;file_eleitos;2013;0.4027777778;1;0;0.9831932773;2.3859710551;0.5964927638
FLEXA RIBEIRO;3634;PA;;FLEXA RIBEIRO;PSDB;;36342012;2012;0.3041825095;0.7651006711;0;0.9603174603;36342012;73;321084.05;file_eleitos;2012;0.3041825095;0.7651006711;0;0.9603174603;2.029600641;0.5074001602
FLEXA RIBEIRO;3634;PA;;FLEXA RIBEIRO;PSDB;;36342015;2015;0.4763033175;1;0;1;36342015;73;350582.62;file_eleitos;2015;0.4763033175;1;0;1;2.4763033175;0.6190758294
ROBERTO MUNIZ;5052;;;ROBERTO MUNIZ;PP;;50522011;2011;0;0.0211267606;0;0;50522011;;0;file_eleitos;2011;0;0.0211267606;0;0;0.0211267606;0.0052816901
ROBERTO MUNIZ;5052;;;ROBERTO MUNIZ;PP;;50522012;2012;0;0.0067114094;0;0;50522012;;0;file_eleitos;2012;0;0.0067114094;0;0;0.0067114094;0.0016778523
ROBERTO MUNIZ;5052;BA;;ROBERTO MUNIZ;PP;;50522016;2016;0.0919117647;0.1454545455;0;0.8867924528;50522016;;0;file_eleitos;2016;0.0919117647;0.1454545455;0;0.8867924528;1.124158763;0.2810396907
ROBERTO MUNIZ;5052;;;ROBERTO MUNIZ;PP;;50522013;2013;0;0.0769230769;0;0;50522013;;0;file_eleitos;2013;0;0.0769230769;0;0;0.0769230769;0.0192307692
ROBERTO MUNIZ;5052;BA;;ROBERTO MUNIZ;PP;;50522017;2017;0.1111111111;0.224137931;0;0.9230769231;50522017;;0;file_eleitos;2017;0.1111111111;0.224137931;0;0.9230769231;1.2583259652;0.3145814913
ROBERTO MUNIZ;5052;;;ROBERTO MUNIZ;PP;;50522014;2014;0;0.0869565217;0;0;50522014;;0;file_eleitos;2014;0;0.0869565217;0;0;0.0869565217;0.0217391304
ROBERTO MUNIZ;5052;;;ROBERTO MUNIZ;PP;;50522015;2015;0;0.0326797386;0;0;50522015;;0;file_eleitos;2015;0;0.0326797386;0;0;0.0326797386;0.0081699346
REGINA SOUSA;5182;;;REGINA SOUSA;PT;;51822013;2013;0;0.1196581197;0;0;51822013;;0;file_eleitos;2013;0;0.1196581197;0;0;0.1196581197;0.0299145299
REGINA SOUSA;5182;;;REGINA SOUSA;PT;;51822011;2011;0;0.1056338028;0;0;51822011;;0;file_eleitos;2011;0;0.1056338028;0;0;0.1056338028;0.0264084507
REGINA SOUSA;5182;;;REGINA SOUSA;PT;;51822014;2014;0;0.1884057971;0;0;51822014;;0;file_eleitos;2014;0;0.1884057971;0;0;0.1884057971;0.0471014493
REGINA SOUSA;5182;PI;;REGINA SOUSA;PT;;51822017;2017;0.3305555556;0.6379310345;0;0.9538461538;51822017;;0;file_eleitos;2017;0.3305555556;0.6379310345;0;0.9538461538;1.9223327439;0.480583186
REGINA SOUSA;5182;;;REGINA SOUSA;PT;;51822015;2015;0.3957345972;0.2549019608;0;0;51822015;;0;file_eleitos;2015;0.3957345972;0.2549019608;0;0;0.6506365579;0.1626591395
REGINA SOUSA;5182;;;REGINA SOUSA;PT;;51822012;2012;0;0.067114094;0;0;51822012;;0;file_eleitos;2012;0;0.067114094;0;0;0.067114094;0.0167785235
REGINA SOUSA;5182;PI;;REGINA SOUSA;PT;;51822016;2016;0.2830882353;0.4363636364;0;0.8901098901;51822016;;0;file_eleitos;2016;0.2830882353;0.4363636364;0;0.8901098901;1.6095617618;0.4023904404
ATAIDES OLIVEIRA;5164;TO;;ATAIDES OLIVEIRA;PSDB;;51642016;2016;0.2536764706;0.1818181818;0;0.956043956;51642016;58;299616.21;file_eleitos;2016;0.2536764706;0.1818181818;0;0.956043956;1.3915386085;0.3478846521
ATAIDES OLIVEIRA;5164;;;ATAIDES OLIVEIRA;PSDB;;51642014;2014;0.109540636;0.1594202899;0;0;51642014;58;284403.73;file_eleitos;2014;0.109540636;0.1594202899;0;0;0.2689609259;0.0672402315
ATAIDES OLIVEIRA;5164;TO;;ATAIDES OLIVEIRA;PSDB;;51642017;2017;0.225;0.0517241379;0;0.9538461538;51642017;58;264956.64;file_eleitos;2017;0.225;0.0517241379;0;0.9538461538;1.2305702918;0.3076425729
ATAIDES OLIVEIRA;5164;TO;;ATAIDES OLIVEIRA;PSDB;;51642013;2013;0.1631944444;0.094017094;0;0.7692307692;51642013;58;143984.67;file_eleitos;2013;0.1631944444;0.094017094;0;0.7692307692;1.0264423077;0.2566105769
ATAIDES OLIVEIRA;5164;TO;;ATAIDES OLIVEIRA;PSDB;;51642011;2011;0.0601503759;0.1338028169;0;0.9361702128;51642011;58;105908.62;file_eleitos;2011;0.0601503759;0.1338028169;0;0.9361702128;1.1301234056;0.2825308514
ATAIDES OLIVEIRA;5164;TO;;ATAIDES OLIVEIRA;PSDB;;51642015;2015;0.4123222749;0.0980392157;0;0.905511811;51642015;58;292559.49;file_eleitos;2015;0.4123222749;0.0980392157;0;0.905511811;1.4158733016;0.3539683254
ATAIDES OLIVEIRA;5164;;;ATAIDES OLIVEIRA;PSDB;;51642012;2012;0;0.0201342282;0;0;51642012;;0;file_eleitos;2012;0;0.0201342282;0;0;0.0201342282;0.005033557
PEDRO CHAVES;5116;MS;;PEDRO CHAVES;PRB;;51162017;2017;0.1861111111;0.8103448276;0;0.9538461538;51162017;;0;file_eleitos;2017;0.1861111111;0.8103448276;0;0.9538461538;1.9503020925;0.4875755231
PEDRO CHAVES;5116;;;PEDRO CHAVES;PRB;;51162011;2011;0;0.0422535211;0;0;51162011;;0;file_eleitos;2011;0;0.0422535211;0;0;0.0422535211;0.0105633803
PEDRO CHAVES;5116;;;PEDRO CHAVES;PRB;;51162013;2013;0;0.0598290598;0;0;51162013;;0;file_eleitos;2013;0;0.0598290598;0;0;0.0598290598;0.014957265
PEDRO CHAVES;5116;;;PEDRO CHAVES;PRB;;51162012;2012;0;0.0201342282;0;0;51162012;;0;file_eleitos;2012;0;0.0201342282;0;0;0.0201342282;0.005033557
PEDRO CHAVES;5116;;;PEDRO CHAVES;PRB;;51162015;2015;0;0.1895424837;0;0;51162015;;0;file_eleitos;2015;0;0.1895424837;0;0;0.1895424837;0.0473856209
PEDRO CHAVES;5116;;;PEDRO CHAVES;PRB;;51162014;2014;0;0.115942029;0;0;51162014;;0;file_eleitos;2014;0;0.115942029;0;0;0.115942029;0.0289855072
PEDRO CHAVES;5116;MS;;PEDRO CHAVES;PRB;;51162016;2016;0.1029411765;0.3818181818;0;0.8983050847;51162016;;0;file_eleitos;2016;0.1029411765;0.3818181818;0;0.8983050847;1.383064443;0.3457661108
RAIMUNDO LIRA;2207;PB;;RAIMUNDO LIRA;PSD;;22072017;2017;0.1083333333;0.0517241379;0;0.9384615385;22072017;;0;file_eleitos;2017;0.1083333333;0.0517241379;0;0.9384615385;1.0985190097;0.2746297524
RAIMUNDO LIRA;2207;;;RAIMUNDO LIRA;PSD;;22072012;2012;0;0.0201342282;0;0;22072012;;0;file_eleitos;2012;0;0.0201342282;0;0;0.0201342282;0.005033557
RAIMUNDO LIRA;2207;PB;;RAIMUNDO LIRA;PSD;;22072015;2015;0.2725118483;0.1176470588;0;0.9527559055;22072015;;0;file_eleitos;2015;0.2725118483;0.1176470588;0;0.9527559055;1.3429148127;0.3357287032
RAIMUNDO LIRA;2207;;;RAIMUNDO LIRA;PSD;;22072011;2011;0;0.0352112676;0;0;22072011;;0;file_eleitos;2011;0;0.0352112676;0;0;0.0352112676;0.0088028169
RAIMUNDO LIRA;2207;;;RAIMUNDO LIRA;PSD;;22072014;2014;0;0.1304347826;0;0;22072014;;0;file_eleitos;2014;0;0.1304347826;0;0;0.1304347826;0.0326086957
RAIMUNDO LIRA;2207;;;RAIMUNDO LIRA;PSD;;22072013;2013;0;0.0512820513;0;0;22072013;;0;file_eleitos;2013;0;0.0512820513;0;0;0.0512820513;0.0128205128
RAIMUNDO LIRA;2207;PB;;RAIMUNDO LIRA;PSD;;22072016;2016;0.1911764706;0.2;0;0.9450549451;22072016;;0;file_eleitos;2016;0.1911764706;0.2;0;0.9450549451;1.3362314156;0.3340578539
HELIO JOSE;5100;DF;;HELIO JOSE;PROS;;51002017;2017;0.2888888889;0.3793103448;0;0.9538461538;51002017;;0;file_eleitos;2017;0.2888888889;0.3793103448;0;0.9538461538;1.6220453876;0.4055113469
HELIO JOSE;5100;;;HELIO JOSE;PROS;;51002012;2012;0;0.0738255034;0;0;51002012;;0;file_eleitos;2012;0;0.0738255034;0;0;0.0738255034;0.0184563758
HELIO JOSE;5100;;;HELIO JOSE;PROS;;51002013;2013;0;0.094017094;0;0;51002013;;0;file_eleitos;2013;0;0.094017094;0;0;0.094017094;0.0235042735
HELIO JOSE;5100;;;HELIO JOSE;PROS;;51002011;2011;0;0.0492957746;0;0;51002011;;0;file_eleitos;2011;0;0.0492957746;0;0;0.0492957746;0.0123239437
HELIO JOSE;5100;DF;;HELIO JOSE;PROS;;51002015;2015;0.5118483412;0.4183006536;0;0.937007874;51002015;;0;file_eleitos;2015;0.5118483412;0.4183006536;0;0.937007874;1.8671568688;0.4667892172
HELIO JOSE;5100;DF;;HELIO JOSE;PROS;;51002016;2016;0.4669117647;0.5636363636;0;0.8901098901;51002016;;0;file_eleitos;2016;0.4669117647;0.5636363636;0;0.8901098901;1.9206580185;0.4801645046
HELIO JOSE;5100;;;HELIO JOSE;PROS;;51002014;2014;0;0.2028985507;0;0;51002014;;0;file_eleitos;2014;0;0.2028985507;0;0;0.2028985507;0.0507246377
DALIRIO BEBER;5132;;;DALIRIO BEBER;PSDB;;51322011;2011;0;0.0422535211;0;0;51322011;;0;file_eleitos;2011;0;0.0422535211;0;0;0.0422535211;0.0105633803
DALIRIO BEBER;5132;;;DALIRIO BEBER;PSDB;;51322013;2013;0;0.0683760684;0;0;51322013;;0;file_eleitos;2013;0;0.0683760684;0;0;0.0683760684;0.0170940171
DALIRIO BEBER;5132;;;DALIRIO BEBER;PSDB;;51322014;2014;0;0.0724637681;0;0;51322014;;0;file_eleitos;2014;0;0.0724637681;0;0;0.0724637681;0.018115942
DALIRIO BEBER;5132;;;DALIRIO BEBER;PSDB;;51322012;2012;0;0.0402684564;0;0;51322012;;0;file_eleitos;2012;0;0.0402684564;0;0;0.0402684564;0.0100671141
DALIRIO BEBER;5132;SC;;DALIRIO BEBER;PSDB;;51322015;2015;0.144549763;0.2026143791;0;0.9090909091;51322015;;0;file_eleitos;2015;0.144549763;0.2026143791;0;0.9090909091;1.2562550512;0.3140637628
DALIRIO BEBER;5132;SC;;DALIRIO BEBER;PSDB;;51322017;2017;0.1111111111;0.3275862069;0;0.9538461538;51322017;;0;file_eleitos;2017;0.1111111111;0.3275862069;0;0.9538461538;1.3925434719;0.348135868
DALIRIO BEBER;5132;SC;;DALIRIO BEBER;PSDB;;51322016;2016;0.1507352941;0.2727272727;0;0.967032967;51322016;;0;file_eleitos;2016;0.1507352941;0.2727272727;0;0.967032967;1.3904955339;0.3476238835
SERGIO DE CASTRO;5106;;;SERGIO DE CASTRO;PDT;;51062014;2014;0;0.0724637681;0;0;51062014;;0;file_eleitos;2014;0;0.0724637681;0;0;0.0724637681;0.018115942
SERGIO DE CASTRO;5106;;;SERGIO DE CASTRO;PDT;;51062016;2016;0;0.0363636364;0;0;51062016;;0;file_eleitos;2016;0;0.0363636364;0;0;0.0363636364;0.0090909091
SERGIO DE CASTRO;5106;;;SERGIO DE CASTRO;PDT;;51062013;2013;0;0.0085470085;0;0;51062013;;0;file_eleitos;2013;0;0.0085470085;0;0;0.0085470085;0.0021367521
SERGIO DE CASTRO;5106;ES;;SERGIO DE CASTRO;PDT;;51062017;2017;0.0305555556;0.0344827586;0;1;51062017;;0;file_eleitos;2017;0.0305555556;0.0344827586;0;1;1.0650383142;0.2662595785
SERGIO SOUZA;5048;PR;;SERGIO SOUZA;MDB;;50482013;2013;0.3263888889;0.6068376068;0;0.9075630252;50482013;47;353359.25;file_eleitos;2013;0.3263888889;0.6068376068;0;0.9075630252;1.8407895209;0.4601973802
SERGIO SOUZA;5048;;;SERGIO SOUZA;MDB;;50482015;2015;0.0023696682;0;0;0;50482015;;0;file_eleitos;2015;0.0023696682;0;0;0;0.0023696682;0.0005924171
SERGIO SOUZA;5048;PR;;SERGIO SOUZA;MDB;;50482012;2012;0.4030418251;0.610738255;0;0.9285714286;50482012;47;267472.23;file_eleitos;2012;0.4030418251;0.610738255;0;0.9285714286;1.9423515087;0.4855878772
SERGIO SOUZA;5048;PR;;SERGIO SOUZA;MDB;;50482011;2011;0.1315789474;0.485915493;0;0.8333333333;50482011;47;149508.13;file_eleitos;2011;0.1315789474;0.485915493;0;0.8333333333;1.4508277737;0.3627069434
SERGIO SOUZA;5048;;;SERGIO SOUZA;MDB;;50482016;2016;0.0036764706;0.0363636364;0;0;50482016;;0;file_eleitos;2016;0.0036764706;0.0363636364;0;0;0.040040107;0.0100100267
SERGIO SOUZA;5048;;;SERGIO SOUZA;MDB;;50482017;2017;0.0222222222;0;0;0;50482017;;0;file_eleitos;2017;0.0222222222;0;0;0;0.0222222222;0.0055555556
THIERES PINTO;5619;RR;;THIERES PINTO;PTB;;56192017;2017;0.0416666667;0.0344827586;0;0.9333333333;56192017;;0;file_eleitos;2017;0.0416666667;0.0344827586;0;0.9333333333;1.0094827586;0.2523706897
THIERES PINTO;5619;;;THIERES PINTO;PTB;;56192015;2015;0;0.0065359477;0;0;56192015;;0;file_eleitos;2015;0;0.0065359477;0;0;0.0065359477;0.0016339869
ELBER BATALHA;4969;SE;;ELBER BATALHA;PSB;;49692017;2017;0.025;0;0;1;49692017;;0;file_eleitos;2017;0.025;0;0;1;1.025;0.25625
EDUARDO LOPES;4767;RJ;;EDUARDO LOPES;PRB;;47672012;2012;0.1711026616;0.2348993289;0;0.906779661;47672012;;0;file_eleitos;2012;0.1711026616;0.2348993289;0;0.906779661;1.3127816515;0.3281954129
EDUARDO LOPES;4767;RJ;;EDUARDO LOPES;PRB;;47672016;2016;0.0220588235;0.2545454545;0;0.9375;47672016;;0;file_eleitos;2016;0.0220588235;0.2545454545;0;0.9375;1.2141042781;0.3035260695
EDUARDO LOPES;4767;;;EDUARDO LOPES;PRB;;47672014;2014;0.0176678445;0;0;0;47672014;;0;file_eleitos;2014;0.0176678445;0;0;0;0.0176678445;0.0044169611
EDUARDO LOPES;4767;;;EDUARDO LOPES;PRB;;47672011;2011;0;0.1408450704;0;0;47672011;;0;file_eleitos;2011;0;0.1408450704;0;0;0.1408450704;0.0352112676
EDUARDO LOPES;4767;RJ;;EDUARDO LOPES;PRB;;47672013;2013;0.2152777778;0.1538461538;0;0.8235294118;47672013;;0;file_eleitos;2013;0.2152777778;0.1538461538;0;0.8235294118;1.1926533434;0.2981633358
EDUARDO LOPES;4767;;;EDUARDO LOPES;PRB;;47672015;2015;0;0.1503267974;0;0;47672015;;0;file_eleitos;2015;0;0.1503267974;0;0;0.1503267974;0.0375816993
EDUARDO LOPES;4767;RJ;;EDUARDO LOPES;PRB;;47672017;2017;0.1611111111;0.3620689655;0;0.8923076923;47672017;;0;file_eleitos;2017;0.1611111111;0.3620689655;0;0.8923076923;1.4154877689;0.3538719422
ZEZE PERRELLA;5144;MG;;ZEZE PERRELLA;MDB;;51442013;2013;0.1493055556;0.3504273504;0;0.6722689076;51442013;61;222520.97;file_eleitos;2013;0.1493055556;0.3504273504;0;0.6722689076;1.1720018135;0.2930004534
ZEZE PERRELLA;5144;MG;;ZEZE PERRELLA;MDB;;51442015;2015;0.172985782;0.3202614379;0;0.6220472441;51442015;61;341787.74;file_eleitos;2015;0.172985782;0.3202614379;0;0.6220472441;1.115294464;0.278823616
ZEZE PERRELLA;5144;;;ZEZE PERRELLA;MDB;;51442014;2014;0.0954063604;0.4927536232;0;0;51442014;61;254646.81;file_eleitos;2014;0.0954063604;0.4927536232;0;0;0.5881599836;0.1470399959
ZEZE PERRELLA;5144;MG;;ZEZE PERRELLA;MDB;;51442011;2011;0.037593985;0.0422535211;0;0.593220339;51442011;61;161942.97;file_eleitos;2011;0.037593985;0.0422535211;0;0.593220339;0.6730678451;0.1682669613
ZEZE PERRELLA;5144;MG;;ZEZE PERRELLA;MDB;;51442012;2012;0.102661597;0.0134228188;0;0.8571428571;51442012;61;335361.85;file_eleitos;2012;0.102661597;0.0134228188;0;0.8571428571;0.9732272729;0.2433068182
ZEZE PERRELLA;5144;MG;;ZEZE PERRELLA;MDB;;51442016;2016;0.0882352941;0.3636363636;0;0.7282608696;51442016;61;322433.8;file_eleitos;2016;0.0882352941;0.3636363636;0;0.7282608696;1.1801325273;0.2950331318
ZEZE PERRELLA;5144;MG;;ZEZE PERRELLA;MDB;;51442017;2017;0.0277777778;0.2931034483;0;0.5538461538;51442017;61;331094.1;file_eleitos;2017;0.0277777778;0.2931034483;0;0.5538461538;0.8747273799;0.218681845
WILDER MORAIS;5070;GO;;WILDER MORAIS;DEM;;50702013;2013;0.1458333333;0.1196581197;0;0.8403361345;50702013;;0;file_eleitos;2013;0.1458333333;0.1196581197;0;0.8403361345;1.1058275874;0.2764568969
WILDER MORAIS;5070;;;WILDER MORAIS;DEM;;50702011;2011;0;0.1830985915;0;0;50702011;;0;file_eleitos;2011;0;0.1830985915;0;0;0.1830985915;0.0457746479
WILDER MORAIS;5070;;;WILDER MORAIS;DEM;;50702014;2014;0.1201413428;0.3043478261;0;0;50702014;;0;file_eleitos;2014;0.1201413428;0.3043478261;0;0;0.4244891688;0.1061222922
WILDER MORAIS;5070;GO;;WILDER MORAIS;DEM;;50702017;2017;0.1388888889;0.3103448276;0;0.9538461538;50702017;;0;file_eleitos;2017;0.1388888889;0.3103448276;0;0.9538461538;1.4030798703;0.3507699676
WILDER MORAIS;5070;GO;;WILDER MORAIS;DEM;;50702015;2015;0.2464454976;0.1307189542;0;0.8818897638;50702015;;0;file_eleitos;2015;0.2464454976;0.1307189542;0;0.8818897638;1.2590542157;0.3147635539
WILDER MORAIS;5070;GO;;WILDER MORAIS;DEM;;50702016;2016;0.1617647059;0.2727272727;0;0.8351648352;50702016;;0;file_eleitos;2016;0.1617647059;0.2727272727;0;0.8351648352;1.2696568138;0.3174142034
WILDER MORAIS;5070;GO;;WILDER MORAIS;DEM;;50702012;2012;0.0684410646;0.1342281879;0;0.9583333333;50702012;;0;file_eleitos;2012;0.0684410646;0.1342281879;0;0.9583333333;1.1610025859;0.2902506465
AIRTON SANDOVAL;5140;;;AIRTON SANDOVAL;MDB;;51402015;2015;0;0.1111111111;0;0;51402015;;0;file_eleitos;2015;0;0.1111111111;0;0;0.1111111111;0.0277777778
AIRTON SANDOVAL;5140;;;AIRTON SANDOVAL;MDB;;51402012;2012;0;0.0067114094;0;0;51402012;;0;file_eleitos;2012;0;0.0067114094;0;0;0.0067114094;0.0016778523
AIRTON SANDOVAL;5140;;;AIRTON SANDOVAL;MDB;;51402013;2013;0;0.0256410256;0;0;51402013;;0;file_eleitos;2013;0;0.0256410256;0;0;0.0256410256;0.0064102564
AIRTON SANDOVAL;5140;;;AIRTON SANDOVAL;MDB;;51402014;2014;0;0.0289855072;0;0;51402014;;0;file_eleitos;2014;0;0.0289855072;0;0;0.0289855072;0.0072463768
AIRTON SANDOVAL;5140;;;AIRTON SANDOVAL;MDB;;51402016;2016;0;0.1818181818;0;0;51402016;;0;file_eleitos;2016;0;0.1818181818;0;0;0.1818181818;0.0454545455
AIRTON SANDOVAL;5140;SP;;AIRTON SANDOVAL;MDB;;51402017;2017;0.1583333333;0.3275862069;0;0.9661016949;51402017;;0;file_eleitos;2017;0.1583333333;0.3275862069;0;0.9661016949;1.4520212351;0.3630053088
JOSE MEDEIROS;5112;;;JOSE MEDEIROS;PODE;;51122013;2013;0;0.094017094;0;0;51122013;;0;file_eleitos;2013;0;0.094017094;0;0;0.094017094;0.0235042735
JOSE MEDEIROS;5112;MT;;JOSE MEDEIROS;PODE;;51122016;2016;0.4742647059;0.4727272727;0;0.8901098901;51122016;;0;file_eleitos;2016;0.4742647059;0.4727272727;0;0.8901098901;1.8371018687;0.4592754672
JOSE MEDEIROS;5112;;;JOSE MEDEIROS;PODE;;51122011;2011;0;0.0563380282;0;0;51122011;;0;file_eleitos;2011;0;0.0563380282;0;0;0.0563380282;0.014084507
JOSE MEDEIROS;5112;MT;;JOSE MEDEIROS;PODE;;51122017;2017;0.3055555556;0.4137931034;0;0.8307692308;51122017;;0;file_eleitos;2017;0.3055555556;0.4137931034;0;0.8307692308;1.5501178898;0.3875294724
JOSE MEDEIROS;5112;MT;;JOSE MEDEIROS;PODE;;51122015;2015;0.528436019;0.3529411765;0;0.8818897638;51122015;;0;file_eleitos;2015;0.528436019;0.3529411765;0;0.8818897638;1.7632669592;0.4408167398
JOSE MEDEIROS;5112;;;JOSE MEDEIROS;PODE;;51122012;2012;0;0.0536912752;0;0;51122012;;0;file_eleitos;2012;0;0.0536912752;0;0;0.0536912752;0.0134228188
JOSE MEDEIROS;5112;;;JOSE MEDEIROS;PODE;;51122014;2014;0;0.3188405797;0;0;51122014;;0;file_eleitos;2014;0;0.3188405797;0;0;0.3188405797;0.0797101449
JOSE ANIBAL;878;SP;;JOSE ANIBAL;PSDB;;8782016;2016;0.1102941176;0.0181818182;0;0.9636363636;8782016;;0;file_eleitos;2016;0.1102941176;0.0181818182;0;0.9636363636;1.0921122995;0.2730280749
