% chave;CD_SENADOR;NM_UF;AN_ELEICAO;NM_SENADOR;SG_PARTIDO;CS_SEXO;% SENADOR_ID;AN_REFERENCIA;VL_IAU;VL_IRL;VL_IVOT;VL_IASS;senador_id_file_ceaps;QT_ANOS_IDADE;VL_REEMBOLSADO;ORIGEM
ROMARIO2014;5322;RJ;2014;ROMARIO;PSB;MASCULINO;53222014;2014;0;0,1304347826087;0,28015882092159;0;53222014;;0;file_eleitos
OTTOALENCAR2016;5523;BA;2014;OTTO ALENCAR;PSD;MASCULINO;55232016;2016;0,16544117647059;0,50909090909091;0,21774072405477;0,87912087912088;55232016;;0;file_eleitos
OTTOALENCAR2013;5523;BA;2014;OTTO ALENCAR;PSD;MASCULINO;55232013;2013;0;0,068376068376068;0,21774072405477;0;55232013;;0;file_eleitos
OTTOALENCAR2012;5523;BA;2014;OTTO ALENCAR;PSD;MASCULINO;55232012;2012;0;0,046979865771812;0,21774072405477;0;55232012;;0;file_eleitos
OTTOALENCAR2011;5523;BA;2014;OTTO ALENCAR;PSD;MASCULINO;55232011;2011;0;0,042253521126761;0,21774072405477;0;55232011;;0;file_eleitos
OTTOALENCAR2017;5523;BA;2014;OTTO ALENCAR;PSD;MASCULINO;55232017;2017;0,14444444444444;0,82758620689655;0,21774072405477;0,84615384615385;55232017;;0;file_eleitos
OTTOALENCAR2015;5523;BA;2014;OTTO ALENCAR;PSD;MASCULINO;55232015;2015;0,3957345971564;0,30065359477124;0,21774072405477;0,92913385826772;55232015;;0;file_eleitos
OTTOALENCAR2014;5523;BA;2014;OTTO ALENCAR;PSD;MASCULINO;55232014;2014;0;0,18840579710145;0,21774072405477;0;55232014;;0;file_eleitos
OMARAZIZ2011;5525;AM;2014;OMAR AZIZ;PSD;MASCULINO;55252011;2011;0;0,056338028169014;0,22984368101892;0;55252011;;0;file_eleitos
OMARAZIZ2017;5525;AM;2014;OMAR AZIZ;PSD;MASCULINO;55252017;2017;0,091666666666667;0,41379310344828;0,22984368101892;0,78461538461538;55252017;;0;file_eleitos
OMARAZIZ2013;5525;AM;2014;OMAR AZIZ;PSD;MASCULINO;55252013;2013;0;0,085470085470085;0,22984368101892;0;55252013;;0;file_eleitos
OMARAZIZ2014;5525;AM;2014;OMAR AZIZ;PSD;MASCULINO;55252014;2014;0;0,20289855072464;0,22984368101892;0;55252014;;0;file_eleitos
OMARAZIZ2016;5525;AM;2014;OMAR AZIZ;PSD;MASCULINO;55252016;2016;0,099264705882353;0,090909090909091;0,22984368101892;0,7032967032967;55252016;;0;file_eleitos
OMARAZIZ2012;5525;AM;2014;OMAR AZIZ;PSD;MASCULINO;55252012;2012;0;0,033557046979866;0,22984368101892;0;55252012;;0;file_eleitos
OMARAZIZ2015;5525;AM;2014;OMAR AZIZ;PSD;MASCULINO;55252015;2015;0,27488151658768;0,2483660130719;0,22984368101892;0,78740157480315;55252015;;0;file_eleitos
SIMONETEBET2014;5527;MS;2014;SIMONE TEBET;PMDB;FEMININO;55272014;2014;0;0,26086956521739;0,23601227651874;0;55272014;;0;file_eleitos
SIMONETEBET2011;5527;MS;2014;SIMONE TEBET;PMDB;FEMININO;55272011;2011;0;0,077464788732394;0,23601227651874;0;55272011;;0;file_eleitos
SIMONETEBET2013;5527;MS;2014;SIMONE TEBET;PMDB;FEMININO;55272013;2013;0;0,16239316239316;0,23601227651874;0;55272013;;0;file_eleitos
SIMONETEBET2017;5527;MS;2014;SIMONE TEBET;PMDB;FEMININO;55272017;2017;0,11944444444444;0,56896551724138;0,23601227651874;0,96923076923077;55272017;;0;file_eleitos
SIMONETEBET2016;5527;MS;2014;SIMONE TEBET;PMDB;FEMININO;55272016;2016;0,22426470588235;0,52727272727273;0,23601227651874;0,96703296703297;55272016;;0;file_eleitos
SIMONETEBET2015;5527;MS;2014;SIMONE TEBET;PMDB;FEMININO;55272015;2015;0,37914691943128;0,41176470588235;0,23601227651874;0,98425196850394;55272015;;0;file_eleitos
SIMONETEBET2012;5527;MS;2014;SIMONE TEBET;PMDB;FEMININO;55272012;2012;0;0,073825503355705;0,23601227651874;0;55272012;;0;file_eleitos
ANTONIOANASTASIA2016;5529;MG;2014;ANTONIO ANASTASIA;PSDB;MASCULINO;55292016;2016;0,27573529411765;0,78181818181818;0,24162401105782;0,93406593406593;55292016;;0;file_eleitos
ANTONIOANASTASIA2012;5529;MG;2014;ANTONIO ANASTASIA;PSDB;MASCULINO;55292012;2012;0;0,18791946308725;0,24162401105782;0;55292012;;0;file_eleitos
ANTONIOANASTASIA2013;5529;MG;2014;ANTONIO ANASTASIA;PSDB;MASCULINO;55292013;2013;0;0,26495726495726;0,24162401105782;0;55292013;;0;file_eleitos
ANTONIOANASTASIA2015;5529;MG;2014;ANTONIO ANASTASIA;PSDB;MASCULINO;55292015;2015;0,49763033175355;0,5359477124183;0,24162401105782;0,8503937007874;55292015;;0;file_eleitos
ANTONIOANASTASIA2017;5529;MG;2014;ANTONIO ANASTASIA;PSDB;MASCULINO;55292017;2017;0,19722222222222;0,94827586206897;0,24162401105782;0,89230769230769;55292017;;0;file_eleitos
ANTONIOANASTASIA2014;5529;MG;2014;ANTONIO ANASTASIA;PSDB;MASCULINO;55292014;2014;0;0,21739130434783;0,24162401105782;0;55292014;;0;file_eleitos
ANTONIOANASTASIA2011;5529;MG;2014;ANTONIO ANASTASIA;PSDB;MASCULINO;55292011;2011;0;0,32394366197183;0,24162401105782;0;55292011;;0;file_eleitos
ELMANOFERRER2015;5531;PI;2014;ELMANO FERRER;PTB;MASCULINO;55312015;2015;0,3696682464455;0,38562091503268;0,30479672794064;0,95275590551181;55312015;;0;file_eleitos
ELMANOFERRER2016;5531;PI;2014;ELMANO FERRER;PTB;MASCULINO;55312016;2016;0,30514705882353;0,29090909090909;0,30479672794064;0,92307692307692;55312016;;0;file_eleitos
ELMANOFERRER2011;5531;PI;2014;ELMANO FERRER;PTB;MASCULINO;55312011;2011;0;0,042253521126761;0,30479672794064;0;55312011;;0;file_eleitos
ELMANOFERRER2017;5531;PI;2014;ELMANO FERRER;PTB;MASCULINO;55312017;2017;0,22777777777778;0,12068965517241;0,30479672794064;0,95384615384615;55312017;;0;file_eleitos
ELMANOFERRER2012;5531;PI;2014;ELMANO FERRER;PTB;MASCULINO;55312012;2012;0;0,020134228187919;0,30479672794064;0;55312012;;0;file_eleitos
ELMANOFERRER2013;5531;PI;2014;ELMANO FERRER;PTB;MASCULINO;55312013;2013;0;0,034188034188034;0,30479672794064;0;55312013;;0;file_eleitos
ELMANOFERRER2014;5531;PI;2014;ELMANO FERRER;PTB;MASCULINO;55312014;2014;0;0,1304347826087;0,30479672794064;0;55312014;;0;file_eleitos
LASIERMARTINS2016;5533;RS;2014;LASIER MARTINS;PDT;MASCULINO;55332016;2016;0,46691176470588;0,41818181818182;0,18948148861223;0,96703296703297;55332016;;0;file_eleitos
LASIERMARTINS2012;5533;RS;2014;LASIER MARTINS;PDT;MASCULINO;55332012;2012;0;0,026845637583893;0,18948148861223;0;55332012;;0;file_eleitos
LASIERMARTINS2015;5533;RS;2014;LASIER MARTINS;PDT;MASCULINO;55332015;2015;0,45023696682464;0,50980392156863;0,18948148861223;0,92125984251969;55332015;;0;file_eleitos
LASIERMARTINS2013;5533;RS;2014;LASIER MARTINS;PDT;MASCULINO;55332013;2013;0;0,05982905982906;0,18948148861223;0;55332013;;0;file_eleitos
LASIERMARTINS2014;5533;RS;2014;LASIER MARTINS;PDT;MASCULINO;55332014;2014;0;0,40579710144928;0,18948148861223;0;55332014;;0;file_eleitos
LASIERMARTINS2011;5533;RS;2014;LASIER MARTINS;PDT;MASCULINO;55332011;2011;0;0,028169014084507;0,18948148861223;0;55332011;;0;file_eleitos
LASIERMARTINS2017;5533;RS;2014;LASIER MARTINS;PDT;MASCULINO;55332017;2017;0,24722222222222;0,5;0,18948148861223;0,95384615384615;55332017;;0;file_eleitos
TELMARIOMOTA2016;5535;RR;2014;TELMARIO MOTA;PDT;MASCULINO;55352016;2016;0,42647058823529;0,43636363636364;0,1853833260625;0,9010989010989;55352016;;0;file_eleitos
TELMARIOMOTA2017;5535;RR;2014;TELMARIO MOTA;PDT;MASCULINO;55352017;2017;0,13333333333333;0,37931034482759;0,1853833260625;0,94;55352017;;0;file_eleitos
TELMARIOMOTA2014;5535;RR;2014;TELMARIO MOTA;PDT;MASCULINO;55352014;2014;0;0,21739130434783;0,1853833260625;0;55352014;;0;file_eleitos
TELMARIOMOTA2011;5535;RR;2014;TELMARIO MOTA;PDT;MASCULINO;55352011;2011;0;0,035211267605634;0,1853833260625;0;55352011;;0;file_eleitos
TELMARIOMOTA2013;5535;RR;2014;TELMARIO MOTA;PDT;MASCULINO;55352013;2013;0;0,085470085470085;0,1853833260625;0;55352013;;0;file_eleitos
TELMARIOMOTA2012;5535;RR;2014;TELMARIO MOTA;PDT;MASCULINO;55352012;2012;0;0,053691275167785;0,1853833260625;0;55352012;;0;file_eleitos
TELMARIOMOTA2015;5535;RR;2014;TELMARIO MOTA;PDT;MASCULINO;55352015;2015;0,34834123222749;0,27450980392157;0,1853833260625;0,95275590551181;55352015;;0;file_eleitos
DARIOBERGER2012;5537;SC;2014;DARIO BERGER;PMDB;MASCULINO;55372012;2012;0;0,046979865771812;0,1869005726336;0;55372012;;0;file_eleitos
DARIOBERGER2013;5537;SC;2014;DARIO BERGER;PMDB;MASCULINO;55372013;2013;0;0,051282051282051;0,1869005726336;0;55372013;;0;file_eleitos
DARIOBERGER2017;5537;SC;2014;DARIO BERGER;PMDB;MASCULINO;55372017;2017;0,15;0,25862068965517;0,1869005726336;0,92307692307692;55372017;;0;file_eleitos
DARIOBERGER2015;5537;SC;2014;DARIO BERGER;PMDB;MASCULINO;55372015;2015;0,34597156398104;0,20915032679739;0,1869005726336;0,97637795275591;55372015;;0;file_eleitos
DARIOBERGER2014;5537;SC;2014;DARIO BERGER;PMDB;MASCULINO;55372014;2014;0;0,23188405797101;0,1869005726336;0;55372014;;0;file_eleitos
DARIOBERGER2016;5537;SC;2014;DARIO BERGER;PMDB;MASCULINO;55372016;2016;0,28308823529412;0,43636363636364;0,1869005726336;0,85714285714286;55372016;;0;file_eleitos
DARIOBERGER2011;5537;SC;2014;DARIO BERGER;PMDB;MASCULINO;55372011;2011;0;0,028169014084507;0,1869005726336;0;55372011;;0;file_eleitos
FERNANDOBEZERRACOELHO2011;5540;PE;2014;FERNANDO BEZERRA COELHO;PTB;MASCULINO;55402011;2011;0;0,02112676056338;0,2803586429432;0;55402011;;0;file_eleitos
FERNANDOBEZERRACOELHO2016;5540;PE;2014;FERNANDO BEZERRA COELHO;PTB;MASCULINO;55402016;2016;0,28308823529412;0,52727272727273;0,2803586429432;0,93406593406593;55402016;;0;file_eleitos
FERNANDOBEZERRACOELHO2013;5540;PE;2014;FERNANDO BEZERRA COELHO;PTB;MASCULINO;55402013;2013;0;0,11965811965812;0,2803586429432;0;55402013;;0;file_eleitos
FERNANDOBEZERRACOELHO2017;5540;PE;2014;FERNANDO BEZERRA COELHO;PTB;MASCULINO;55402017;2017;0,22222222222222;0,44827586206897;0,2803586429432;0,92307692307692;55402017;;0;file_eleitos
FERNANDOBEZERRACOELHO2015;5540;PE;2014;FERNANDO BEZERRA COELHO;PTB;MASCULINO;55402015;2015;0,42890995260664;0,3921568627451;0,2803586429432;0,88976377952756;55402015;;0;file_eleitos
FERNANDOBEZERRACOELHO2014;5540;PE;2014;FERNANDO BEZERRA COELHO;PTB;MASCULINO;55402014;2014;0;0,33333333333333;0,2803586429432;0;55402014;;0;file_eleitos
FERNANDOBEZERRACOELHO2012;5540;PE;2014;FERNANDO BEZERRA COELHO;PTB;MASCULINO;55402012;2012;0;0,080536912751678;0,2803586429432;0;55402012;;0;file_eleitos
GARIBALDIALVESFILHO2017;87;RN;;GARIBALDI ALVES FILHO;MDB;;872017;2017;0,17777777777778;0,13793103448276;0;0,89230769230769;872017;;0;file_eleitos
GARIBALDIALVESFILHO2011;87;;;GARIBALDI ALVES FILHO;MDB;;872011;2011;0;0,028169014084507;0;0;872011;;0;file_eleitos
GARIBALDIALVESFILHO2013;87;;;GARIBALDI ALVES FILHO;MDB;;872013;2013;0;0,017094017094017;0;0;872013;;0;file_eleitos
GARIBALDIALVESFILHO2015;87;;;GARIBALDI ALVES FILHO;MDB;;872015;2015;0,40521327014218;0,045751633986928;0;0;872015;;0;file_eleitos
GARIBALDIALVESFILHO2014;87;;;GARIBALDI ALVES FILHO;MDB;;872014;2014;0;0,014492753623188;0;0;872014;;0;file_eleitos
GARIBALDIALVESFILHO2012;87;;;GARIBALDI ALVES FILHO;MDB;;872012;2012;0;0,033557046979866;0;0;872012;;0;file_eleitos
GARIBALDIALVESFILHO2016;87;RN;;GARIBALDI ALVES FILHO;MDB;;872016;2016;0,30147058823529;0,14545454545455;0;0,94505494505494;872016;;0;file_eleitos
CIDINHOSANTOS2015;5108;;;CIDINHO SANTOS;PR;;51082015;2015;0;0,071895424836601;0;0;51082015;;0;file_eleitos
CIDINHOSANTOS2016;5108;MT;;CIDINHO SANTOS;PR;;51082016;2016;0,16176470588235;0,21818181818182;0;0,83076923076923;51082016;;0;file_eleitos
CIDINHOSANTOS2017;5108;MT;;CIDINHO SANTOS;PR;;51082017;2017;0,14722222222222;0,36206896551724;0;0,93846153846154;51082017;;0;file_eleitos
CIDINHOSANTOS2014;5108;;;CIDINHO SANTOS;PR;;51082014;2014;0,081272084805654;0,14492753623188;0;0;51082014;;0;file_eleitos
CIDINHOSANTOS2011;5108;;;CIDINHO SANTOS;PR;;51082011;2011;0;0,028169014084507;0;0;51082011;;0;file_eleitos
CIDINHOSANTOS2012;5108;MT;;CIDINHO SANTOS;PR;;51082012;2012;0,095057034220532;0,093959731543624;0;1;51082012;;0;file_eleitos
CIDINHOSANTOS2013;5108;;;CIDINHO SANTOS;PR;;51082013;2013;0;0,094017094017094;0;0;51082013;;0;file_eleitos
FLEXARIBEIRO2011;3634;PA;;FLEXA RIBEIRO;PSDB;;36342011;2011;0,31578947368421;0,52816901408451;0;0,88888888888889;36342011;73;335215,16;file_eleitos
FLEXARIBEIRO2016;3634;PA;;FLEXA RIBEIRO;PSDB;;36342016;2016;0,27941176470588;0,76363636363636;0;0,95604395604396;36342016;73;364022,34;file_eleitos
FLEXARIBEIRO2017;3634;PA;;FLEXA RIBEIRO;PSDB;;36342017;2017;0,24722222222222;1;0;0,98461538461538;36342017;73;422372,64;file_eleitos
FLEXARIBEIRO2014;3634;PSDB;;FLEXA RIBEIRO;PSDB;;36342014;2014;0,21554770318021;1;0;0,94354838709677;36342014;73;386931,72;file_eleitos
FLEXARIBEIRO2013;3634;PA;;FLEXA RIBEIRO;PSDB;;36342013;2013;0,40277777777778;1;0;0,98319327731092;36342013;73;304058,78;file_eleitos
FLEXARIBEIRO2012;3634;PA;;FLEXA RIBEIRO;PSDB;;36342012;2012;0,3041825095057;0,76510067114094;0;0,96031746031746;36342012;73;321084,05;file_eleitos
FLEXARIBEIRO2015;3634;PA;;FLEXA RIBEIRO;PSDB;;36342015;2015;0,47630331753555;1;0;1;36342015;73;350582,62;file_eleitos
ROBERTOMUNIZ2011;5052;;;ROBERTO MUNIZ;PP;;50522011;2011;0;0,02112676056338;0;0;50522011;;0;file_eleitos
ROBERTOMUNIZ2012;5052;;;ROBERTO MUNIZ;PP;;50522012;2012;0;0,0067114093959732;0;0;50522012;;0;file_eleitos
ROBERTOMUNIZ2016;5052;BA;;ROBERTO MUNIZ;PP;;50522016;2016;0,091911764705882;0,14545454545455;0;0,88679245283019;50522016;;0;file_eleitos
ROBERTOMUNIZ2013;5052;;;ROBERTO MUNIZ;PP;;50522013;2013;0;0,076923076923077;0;0;50522013;;0;file_eleitos
ROBERTOMUNIZ2017;5052;BA;;ROBERTO MUNIZ;PP;;50522017;2017;0,11111111111111;0,22413793103448;0;0,92307692307692;50522017;;0;file_eleitos
ROBERTOMUNIZ2014;5052;;;ROBERTO MUNIZ;PP;;50522014;2014;0;0,08695652173913;0;0;50522014;;0;file_eleitos
ROBERTOMUNIZ2015;5052;;;ROBERTO MUNIZ;PP;;50522015;2015;0;0,032679738562092;0;0;50522015;;0;file_eleitos
REGINASOUSA2013;5182;;;REGINA SOUSA;PT;;51822013;2013;0;0,11965811965812;0;0;51822013;;0;file_eleitos
REGINASOUSA2011;5182;;;REGINA SOUSA;PT;;51822011;2011;0;0,1056338028169;0;0;51822011;;0;file_eleitos
REGINASOUSA2014;5182;;;REGINA SOUSA;PT;;51822014;2014;0;0,18840579710145;0;0;51822014;;0;file_eleitos
REGINASOUSA2017;5182;PI;;REGINA SOUSA;PT;;51822017;2017;0,33055555555556;0,63793103448276;0;0,95384615384615;51822017;;0;file_eleitos
REGINASOUSA2015;5182;;;REGINA SOUSA;PT;;51822015;2015;0,3957345971564;0,25490196078431;0;0;51822015;;0;file_eleitos
REGINASOUSA2012;5182;;;REGINA SOUSA;PT;;51822012;2012;0;0,067114093959732;0;0;51822012;;0;file_eleitos
REGINASOUSA2016;5182;PI;;REGINA SOUSA;PT;;51822016;2016;0,28308823529412;0,43636363636364;0;0,89010989010989;51822016;;0;file_eleitos
ATAIDESOLIVEIRA2016;5164;TO;;ATAIDES OLIVEIRA;PSDB;;51642016;2016;0,25367647058824;0,18181818181818;0;0,95604395604396;51642016;58;299616,21;file_eleitos
ATAIDESOLIVEIRA2014;5164;;;ATAIDES OLIVEIRA;PSDB;;51642014;2014;0,1095406360424;0,15942028985507;0;0;51642014;58;284403,73;file_eleitos
ATAIDESOLIVEIRA2017;5164;TO;;ATAIDES OLIVEIRA;PSDB;;51642017;2017;0,225;0,051724137931034;0;0,95384615384615;51642017;58;264956,64;file_eleitos
ATAIDESOLIVEIRA2013;5164;TO;;ATAIDES OLIVEIRA;PSDB;;51642013;2013;0,16319444444444;0,094017094017094;0;0,76923076923077;51642013;58;143984,67;file_eleitos
ATAIDESOLIVEIRA2011;5164;TO;;ATAIDES OLIVEIRA;PSDB;;51642011;2011;0,06015037593985;0,13380281690141;0;0,93617021276596;51642011;58;105908,62;file_eleitos
ATAIDESOLIVEIRA2015;5164;TO;;ATAIDES OLIVEIRA;PSDB;;51642015;2015;0,41232227488152;0,098039215686275;0;0,90551181102362;51642015;58;292559,49;file_eleitos
ATAIDESOLIVEIRA2012;5164;;;ATAIDES OLIVEIRA;PSDB;;51642012;2012;0;0,020134228187919;0;0;51642012;;0;file_eleitos
PEDROCHAVES2017;5116;MS;;PEDRO CHAVES;PRB;;51162017;2017;0,18611111111111;0,81034482758621;0;0,95384615384615;51162017;;0;file_eleitos
PEDROCHAVES2011;5116;;;PEDRO CHAVES;PRB;;51162011;2011;0;0,042253521126761;0;0;51162011;;0;file_eleitos
PEDROCHAVES2013;5116;;;PEDRO CHAVES;PRB;;51162013;2013;0;0,05982905982906;0;0;51162013;;0;file_eleitos
PEDROCHAVES2012;5116;;;PEDRO CHAVES;PRB;;51162012;2012;0;0,020134228187919;0;0;51162012;;0;file_eleitos
PEDROCHAVES2015;5116;;;PEDRO CHAVES;PRB;;51162015;2015;0;0,18954248366013;0;0;51162015;;0;file_eleitos
PEDROCHAVES2014;5116;;;PEDRO CHAVES;PRB;;51162014;2014;0;0,11594202898551;0;0;51162014;;0;file_eleitos
PEDROCHAVES2016;5116;MS;;PEDRO CHAVES;PRB;;51162016;2016;0,10294117647059;0,38181818181818;0;0,89830508474576;51162016;;0;file_eleitos
RAIMUNDOLIRA2017;2207;PB;;RAIMUNDO LIRA;PSD;;22072017;2017;0,10833333333333;0,051724137931034;0;0,93846153846154;22072017;;0;file_eleitos
RAIMUNDOLIRA2012;2207;;;RAIMUNDO LIRA;PSD;;22072012;2012;0;0,020134228187919;0;0;22072012;;0;file_eleitos
RAIMUNDOLIRA2015;2207;PB;;RAIMUNDO LIRA;PSD;;22072015;2015;0,27251184834123;0,11764705882353;0;0,95275590551181;22072015;;0;file_eleitos
RAIMUNDOLIRA2011;2207;;;RAIMUNDO LIRA;PSD;;22072011;2011;0;0,035211267605634;0;0;22072011;;0;file_eleitos
RAIMUNDOLIRA2014;2207;;;RAIMUNDO LIRA;PSD;;22072014;2014;0;0,1304347826087;0;0;22072014;;0;file_eleitos
RAIMUNDOLIRA2013;2207;;;RAIMUNDO LIRA;PSD;;22072013;2013;0;0,051282051282051;0;0;22072013;;0;file_eleitos
RAIMUNDOLIRA2016;2207;PB;;RAIMUNDO LIRA;PSD;;22072016;2016;0,19117647058824;0,2;0;0,94505494505494;22072016;;0;file_eleitos
HELIOJOSE2017;5100;DF;;HELIO JOSE;PROS;;51002017;2017;0,28888888888889;0,37931034482759;0;0,95384615384615;51002017;;0;file_eleitos
HELIOJOSE2012;5100;;;HELIO JOSE;PROS;;51002012;2012;0;0,073825503355705;0;0;51002012;;0;file_eleitos
HELIOJOSE2013;5100;;;HELIO JOSE;PROS;;51002013;2013;0;0,094017094017094;0;0;51002013;;0;file_eleitos
HELIOJOSE2011;5100;;;HELIO JOSE;PROS;;51002011;2011;0;0,049295774647887;0;0;51002011;;0;file_eleitos
HELIOJOSE2015;5100;DF;;HELIO JOSE;PROS;;51002015;2015;0,51184834123223;0,41830065359477;0;0,93700787401575;51002015;;0;file_eleitos
HELIOJOSE2016;5100;DF;;HELIO JOSE;PROS;;51002016;2016;0,46691176470588;0,56363636363636;0;0,89010989010989;51002016;;0;file_eleitos
HELIOJOSE2014;5100;;;HELIO JOSE;PROS;;51002014;2014;0;0,20289855072464;0;0;51002014;;0;file_eleitos
DALIRIOBEBER2011;5132;;;DALIRIO BEBER;PSDB;;51322011;2011;0;0,042253521126761;0;0;51322011;;0;file_eleitos
DALIRIOBEBER2013;5132;;;DALIRIO BEBER;PSDB;;51322013;2013;0;0,068376068376068;0;0;51322013;;0;file_eleitos
DALIRIOBEBER2014;5132;;;DALIRIO BEBER;PSDB;;51322014;2014;0;0,072463768115942;0;0;51322014;;0;file_eleitos
DALIRIOBEBER2012;5132;;;DALIRIO BEBER;PSDB;;51322012;2012;0;0,040268456375839;0;0;51322012;;0;file_eleitos
DALIRIOBEBER2015;5132;SC;;DALIRIO BEBER;PSDB;;51322015;2015;0,14454976303318;0,20261437908497;0;0,90909090909091;51322015;;0;file_eleitos
DALIRIOBEBER2017;5132;SC;;DALIRIO BEBER;PSDB;;51322017;2017;0,11111111111111;0,32758620689655;0;0,95384615384615;51322017;;0;file_eleitos
DALIRIOBEBER2016;5132;SC;;DALIRIO BEBER;PSDB;;51322016;2016;0,15073529411765;0,27272727272727;0;0,96703296703297;51322016;;0;file_eleitos
SERGIODECASTRO2014;5106;;;SERGIO DE CASTRO;PDT;;51062014;2014;0;0,072463768115942;0;0;51062014;;0;file_eleitos
SERGIODECASTRO2016;5106;;;SERGIO DE CASTRO;PDT;;51062016;2016;0;0,036363636363636;0;0;51062016;;0;file_eleitos
SERGIODECASTRO2013;5106;;;SERGIO DE CASTRO;PDT;;51062013;2013;0;0,0085470085470085;0;0;51062013;;0;file_eleitos
SERGIODECASTRO2017;5106;ES;;SERGIO DE CASTRO;PDT;;51062017;2017;0,030555555555556;0,03448275862069;0;1;51062017;;0;file_eleitos
SERGIOSOUZA2013;5048;PR;;SERGIO SOUZA;MDB;;50482013;2013;0,32638888888889;0,60683760683761;0;0,90756302521008;50482013;47;353359,25;file_eleitos
SERGIOSOUZA2015;5048;;;SERGIO SOUZA;MDB;;50482015;2015;0,0023696682464455;0;0;0;50482015;;0;file_eleitos
SERGIOSOUZA2012;5048;PR;;SERGIO SOUZA;MDB;;50482012;2012;0,40304182509506;0,61073825503356;0;0,92857142857143;50482012;47;267472,23;file_eleitos
SERGIOSOUZA2011;5048;PR;;SERGIO SOUZA;MDB;;50482011;2011;0,13157894736842;0,48591549295775;0;0,83333333333333;50482011;47;149508,13;file_eleitos
SERGIOSOUZA2016;5048;;;SERGIO SOUZA;MDB;;50482016;2016;0,0036764705882353;0,036363636363636;0;0;50482016;;0;file_eleitos
SERGIOSOUZA2017;5048;;;SERGIO SOUZA;MDB;;50482017;2017;0,022222222222222;0;0;0;50482017;;0;file_eleitos
THIERESPINTO2017;5619;RR;;THIERES PINTO;PTB;;56192017;2017;0,041666666666667;0,03448275862069;0;0,93333333333333;56192017;;0;file_eleitos
THIERESPINTO2015;5619;;;THIERES PINTO;PTB;;56192015;2015;0;0,0065359477124183;0;0;56192015;;0;file_eleitos
ELBERBATALHA2017;4969;SE;;ELBER BATALHA;PSB;;49692017;2017;0,025;0;0;1;49692017;;0;file_eleitos
EDUARDOLOPES2012;4767;RJ;;EDUARDO LOPES;PRB;;47672012;2012;0,17110266159696;0,23489932885906;0;0,90677966101695;47672012;;0;file_eleitos
EDUARDOLOPES2016;4767;RJ;;EDUARDO LOPES;PRB;;47672016;2016;0,022058823529412;0,25454545454545;0;0,9375;47672016;;0;file_eleitos
EDUARDOLOPES2014;4767;;;EDUARDO LOPES;PRB;;47672014;2014;0,017667844522968;0;0;0;47672014;;0;file_eleitos
EDUARDOLOPES2011;4767;;;EDUARDO LOPES;PRB;;47672011;2011;0;0,14084507042254;0;0;47672011;;0;file_eleitos
EDUARDOLOPES2013;4767;RJ;;EDUARDO LOPES;PRB;;47672013;2013;0,21527777777778;0,15384615384615;0;0,82352941176471;47672013;;0;file_eleitos
EDUARDOLOPES2015;4767;;;EDUARDO LOPES;PRB;;47672015;2015;0;0,15032679738562;0;0;47672015;;0;file_eleitos
EDUARDOLOPES2017;4767;RJ;;EDUARDO LOPES;PRB;;47672017;2017;0,16111111111111;0,36206896551724;0;0,89230769230769;47672017;;0;file_eleitos
ZEZEPERRELLA2013;5144;MG;;ZEZE PERRELLA;MDB;;51442013;2013;0,14930555555556;0,35042735042735;0;0,67226890756303;51442013;61;222520,97;file_eleitos
ZEZEPERRELLA2015;5144;MG;;ZEZE PERRELLA;MDB;;51442015;2015;0,17298578199052;0,3202614379085;0;0,62204724409449;51442015;61;341787,74;file_eleitos
ZEZEPERRELLA2014;5144;;;ZEZE PERRELLA;MDB;;51442014;2014;0,095406360424028;0,49275362318841;0;0;51442014;61;254646,81;file_eleitos
ZEZEPERRELLA2011;5144;MG;;ZEZE PERRELLA;MDB;;51442011;2011;0,037593984962406;0,042253521126761;0;0,59322033898305;51442011;61;161942,97;file_eleitos
ZEZEPERRELLA2012;5144;MG;;ZEZE PERRELLA;MDB;;51442012;2012;0,10266159695817;0,013422818791946;0;0,85714285714286;51442012;61;335361,85;file_eleitos
ZEZEPERRELLA2016;5144;MG;;ZEZE PERRELLA;MDB;;51442016;2016;0,088235294117647;0,36363636363636;0;0,72826086956522;51442016;61;322433,8;file_eleitos
ZEZEPERRELLA2017;5144;MG;;ZEZE PERRELLA;MDB;;51442017;2017;0,027777777777778;0,29310344827586;0;0,55384615384615;51442017;61;331094,1;file_eleitos
WILDERMORAIS2013;5070;GO;;WILDER MORAIS;DEM;;50702013;2013;0,14583333333333;0,11965811965812;0;0,84033613445378;50702013;;0;file_eleitos
WILDERMORAIS2011;5070;;;WILDER MORAIS;DEM;;50702011;2011;0;0,1830985915493;0;0;50702011;;0;file_eleitos
WILDERMORAIS2014;5070;;;WILDER MORAIS;DEM;;50702014;2014;0,12014134275618;0,30434782608696;0;0;50702014;;0;file_eleitos
WILDERMORAIS2017;5070;GO;;WILDER MORAIS;DEM;;50702017;2017;0,13888888888889;0,31034482758621;0;0,95384615384615;50702017;;0;file_eleitos
WILDERMORAIS2015;5070;GO;;WILDER MORAIS;DEM;;50702015;2015;0,24644549763033;0,13071895424837;0;0,88188976377953;50702015;;0;file_eleitos
WILDERMORAIS2016;5070;GO;;WILDER MORAIS;DEM;;50702016;2016;0,16176470588235;0,27272727272727;0;0,83516483516484;50702016;;0;file_eleitos
