% chave;CD_SENADOR;NM_UF;AN_ELEICAO;NM_SENADOR;SG_PARTIDO;CS_SEXO;% SENADOR_ID;AN_REFERENCIA;VL_IAU;VL_IRL;VL_IVOT;VL_IASS;senador_id_file_ceaps;QT_ANOS_IDADE;VL_REEMBOLSADO;ORIGEM
;604;;;WALTER PINHEIRO;;;6042017;2017;0;0;0;0;6042017;59;3322,58;file_CEAPS
;;;;WILDER MORAIS;;;2013;2013;0;0;0;0;2013;;180251,56;file_CEAPS
;;;;EDUARDO LOPES;;;2013;2013;0;0;0;0;2013;;354881,05;file_CEAPS
;;;;RUBEN FIGUEIRO;;;2013;2013;0;0;0;0;2013;;298443,66;file_CEAPS
;;;;JADER BARBALHO;;;2013;2013;0;0;0;0;2013;;485114,4;file_CEAPS
;;;;SODRE SANTORO;;;2013;2013;0;0;0;0;2013;;141990,41;file_CEAPS
;;;;JOAO COSTA;;;2013;2013;0;0;0;0;2013;;94977,25;file_CEAPS
;;;;ANTONIO CARLOS RODRIGUES;;;2013;2013;0;0;0;0;2013;;285711,72;file_CEAPS
;;;;OSVALDO SOBRINHO;;;2013;2013;0;0;0;0;2013;;33671,72;file_CEAPS
;;;;MARCO ANTONIO COSTA;;;2013;2013;0;0;0;0;2013;;5220,5;file_CEAPS
;;;;WILDER MORAIS;;;2014;2014;0;0;0;0;2014;;117540,17;file_CEAPS
;;;;ANTONIO AURELIANO;;;2014;2014;0;0;0;0;2014;;67530,4;file_CEAPS
;;;;KAKA ANDRADE;;;2014;2014;0;0;0;0;2014;;110475,97;file_CEAPS
;;;;ODACIR SOARES;;;2014;2014;0;0;0;0;2014;;121113,66;file_CEAPS
;;;;FLEURY;;;2014;2014;0;0;0;0;2014;;46006,26;file_CEAPS
;;;;RUBEN FIGUEIRO;;;2014;2014;0;0;0;0;2014;;367775,05;file_CEAPS
;;;;OSVALDO SOBRINHO;;;2014;2014;0;0;0;0;2014;;1281,28;file_CEAPS
;;;;DOUGLAS CINTRA;;;2014;2014;0;0;0;0;2014;;38786,45;file_CEAPS
;;;;EDUARDO LOPES;;;2014;2014;0;0;0;0;2014;;57628,2;file_CEAPS
;;;;JADER BARBALHO;;;2014;2014;0;0;0;0;2014;;389152,1;file_CEAPS
;;;;CIDINHO SANTOS;;;2014;2014;0;0;0;0;2014;;58394,79;file_CEAPS
;;;;ANTONIO CARLOS RODRIGUES;;;2014;2014;0;0;0;0;2014;;263101,83;file_CEAPS
;;;;JOAO COSTA;;;2012;2012;0;0;0;0;2012;;51371,96;file_CEAPS
;;;;TOMAS CORREIA;;;2012;2012;0;0;0;0;2012;;41236,12;file_CEAPS
;;;;WILDER MORAIS;;;2012;2012;0;0;0;0;2012;;67136,14;file_CEAPS
;;;;MARCO ANTONIO COSTA;;;2012;2012;0;0;0;0;2012;;34386,92;file_CEAPS
;;;;SODRE SANTORO;;;2012;2012;0;0;0;0;2012;;24434,67;file_CEAPS
;;;;CIDINHO SANTOS;;;2012;2012;0;0;0;0;2012;;85715,36;file_CEAPS
;;;;JADER BARBALHO;;;2012;2012;0;0;0;0;2012;;290743;file_CEAPS
;;;;EDUARDO LOPES;;;2012;2012;0;0;0;0;2012;;276399,07;file_CEAPS
;;;;ANTONIO CARLOS RODRIGUES;;;2012;2012;0;0;0;0;2012;;35995,81;file_CEAPS
;;;;ASSIS GURGACZ;;;2012;2012;0;0;0;0;2012;;129850,41;file_CEAPS
;;;;OMAR AZIZ;;;2017;2017;0;0;0;0;2017;;480859,8;file_CEAPS
;;;;RAIMUNDO LIRA;;;2017;2017;0;0;0;0;2017;;224600;file_CEAPS
;;;;REGINA SOUSA;;;2017;2017;0;0;0;0;2017;;343716,42;file_CEAPS
;;;;OTTO ALENCAR;;;2017;2017;0;0;0;0;2017;;224480,16;file_CEAPS
;;;;PAULO ROCHA;;;2017;2017;0;0;0;0;2017;;452226,95;file_CEAPS
;;;;JOSE MEDEIROS;;;2017;2017;0;0;0;0;2017;;418611,55;file_CEAPS
;;;;GARIBALDI ALVES FILHO;;;2017;2017;0;0;0;0;2017;;311540,1;file_CEAPS
;;;;GLADSON CAMELI;;;2017;2017;0;0;0;0;2017;;466253,4;file_CEAPS
;;;;FERNANDO BEZERRA COELHO;;;2017;2017;0;0;0;0;2017;;373600,77;file_CEAPS
;;;;FATIMA BEZERRA;;;2017;2017;0;0;0;0;2017;;325273,39;file_CEAPS
;;;;HELIO JOSE;;;2017;2017;0;0;0;0;2017;;245736,92;file_CEAPS
;;;;ELMANO FERRER;;;2017;2017;0;0;0;0;2017;;415291,62;file_CEAPS
;;;;LASIER MARTINS;;;2017;2017;0;0;0;0;2017;;279545,69;file_CEAPS
;;;;ROBERTO ROCHA;;;2017;2017;0;0;0;0;2017;;414908,63;file_CEAPS
;;;;JOSE MARANHAO;;;2017;2017;0;0;0;0;2017;;273740,74;file_CEAPS
;;;;WELLINGTON FAGUNDES;;;2017;2017;0;0;0;0;2017;;371077,58;file_CEAPS
;;;;JOSE ANIBAL;;;2017;2017;0;0;0;0;2017;;43613,41;file_CEAPS
;;;;ROBERTO MUNIZ;;;2017;2017;0;0;0;0;2017;;290884,9;file_CEAPS
;;;;TELMARIO MOTA;;;2017;2017;0;0;0;0;2017;;345844,24;file_CEAPS
;;;;PASTOR VALADARES;;;2017;2017;0;0;0;0;2017;;3654,36;file_CEAPS
;;;;PEDRO CHAVES DOS SANTOS FILHO;;;2017;2017;0;0;0;0;2017;;390465,18;file_CEAPS
;;;;ELBER BATALHA;;;2017;2017;0;0;0;0;2017;;54397,79;file_CEAPS
;;;;AIRTON SANDOVAL;;;2017;2017;0;0;0;0;2017;;237034,88;file_CEAPS
;;;;PASTOR BEL;;;2017;2017;0;0;0;0;2017;;30225,73;file_CEAPS
;;;;PINTO ITAMARATY;;;2017;2017;0;0;0;0;2017;;35049;file_CEAPS
;;;;THIERES PINTO;;;2017;2017;0;0;0;0;2017;;81332,71;file_CEAPS
;;;;RONALDO CAIADO;;;2017;2017;0;0;0;0;2017;;249060,36;file_CEAPS
;;;;ROSE DE FREITAS;;;2017;2017;0;0;0;0;2017;;281749,85;file_CEAPS
;;;;SERGIO DE CASTRO;;;2017;2017;0;0;0;0;2017;;58612,01;file_CEAPS
;;;;ROMARIO;;;2017;2017;0;0;0;0;2017;;370640,57;file_CEAPS
;;;;TASSO JEREISSATI;;;2017;2017;0;0;0;0;2017;;188593,82;file_CEAPS
;;;;SIMONE TEBET;;;2017;2017;0;0;0;0;2017;;166379,84;file_CEAPS
;;;;JOSE SERRA;;;2017;2017;0;0;0;0;2017;;254063,46;file_CEAPS
;;;;WILDER MORAIS;;;2017;2017;0;0;0;0;2017;;246283,87;file_CEAPS
;;;;DAVI ALCOLUMBRE;;;2017;2017;0;0;0;0;2017;;512645,05;file_CEAPS
;;;;DARIO BERGER;;;2017;2017;0;0;0;0;2017;;273651,15;file_CEAPS
;;;;CRISTOVAM BUARQUE;;;2017;2017;0;0;0;0;2017;;78095,97;file_CEAPS
;;;;JADER BARBALHO;;;2017;2017;0;0;0;0;2017;;130731,77;file_CEAPS
;;;;DALIRIO BEBER;;;2017;2017;0;0;0;0;2017;;215947,03;file_CEAPS
;;;;ANTONIO ANASTASIA;;;2017;2017;0;0;0;0;2017;;333501,64;file_CEAPS
;;;;CIDINHO SANTOS;;;2017;2017;0;0;0;0;2017;;353351,58;file_CEAPS
;;;;EDISON LOBAO;;;2017;2017;0;0;0;0;2017;;432554,01;file_CEAPS
;;;;EDUARDO LOPES;;;2017;2017;0;0;0;0;2017;;376416,17;file_CEAPS
;;;;PAULO ROCHA;;;2016;2016;0;0;0;0;2016;;485114,4;file_CEAPS
;;;;RONALDO CAIADO;;;2016;2016;0;0;0;0;2016;;235825,91;file_CEAPS
;;;;ROSE DE FREITAS;;;2016;2016;0;0;0;0;2016;;392092,93;file_CEAPS
;;;;CRISTOVAM BUARQUE;;;2016;2016;0;0;0;0;2016;;107600;file_CEAPS
;;;;CIDINHO SANTOS;;;2016;2016;0;0;0;0;2016;;231807,58;file_CEAPS
;;;;SANDRA BRAGA;;;2016;2016;0;0;0;0;2016;;117107,15;file_CEAPS
;;;;WIRLANDE DA LUZ;;;2016;2016;0;0;0;0;2016;;11298,25;file_CEAPS
;;;;RICARDO FRANCO;;;2016;2016;0;0;0;0;2016;;75385,69;file_CEAPS
;;;;RAIMUNDO LIRA;;;2016;2016;0;0;0;0;2016;;174400;file_CEAPS
;;;;ROBERTO ROCHA;;;2016;2016;0;0;0;0;2016;;364203,03;file_CEAPS
;;;;SIMONE TEBET;;;2016;2016;0;0;0;0;2016;;200693,6;file_CEAPS
;;;;REGINA SOUSA;;;2016;2016;0;0;0;0;2016;;311987,13;file_CEAPS
;;;;ROMARIO;;;2016;2016;0;0;0;0;2016;;340815,31;file_CEAPS
;;;;ANTONIO ANASTASIA;;;2016;2016;0;0;0;0;2016;;309027,99;file_CEAPS
;;;;PEDRO CHAVES DOS SANTOS FILHO;;;2016;2016;0;0;0;0;2016;;244790,37;file_CEAPS
;;;;PINTO ITAMARATY;;;2016;2016;0;0;0;0;2016;;85377,22;file_CEAPS
;;;;PASTOR VALADARES;;;2016;2016;0;0;0;0;2016;;108316,43;file_CEAPS
;;;;ROBERTO MUNIZ;;;2016;2016;0;0;0;0;2016;;188129,77;file_CEAPS
;;;;VIRGINIO DE CARVALHO;;;2016;2016;0;0;0;0;2016;;46418,49;file_CEAPS
;;;;JOSE ANIBAL;;;2016;2016;0;0;0;0;2016;;214906,03;file_CEAPS
;;;;JADER BARBALHO;;;2016;2016;0;0;0;0;2016;;235072,74;file_CEAPS
;;;;WILDER MORAIS;;;2016;2016;0;0;0;0;2016;;252542,4;file_CEAPS
;;;;TELMARIO MOTA;;;2016;2016;0;0;0;0;2016;;488678,92;file_CEAPS
;;;;WELLINGTON FAGUNDES;;;2016;2016;0;0;0;0;2016;;414571,13;file_CEAPS
;;;;TASSO JEREISSATI;;;2016;2016;0;0;0;0;2016;;182885,04;file_CEAPS
;;;;EDUARDO LOPES;;;2016;2016;0;0;0;0;2016;;110289,65;file_CEAPS
;;;;GILBERTO PISELO;;;2016;2016;0;0;0;0;2016;;3923,04;file_CEAPS
;;;;EDISON LOBAO;;;2016;2016;0;0;0;0;2016;;151556,51;file_CEAPS
;;;;DECA;;;2016;2016;0;0;0;0;2016;;133912,76;file_CEAPS
;;;;DOUGLAS CINTRA;;;2016;2016;0;0;0;0;2016;;72846,63;file_CEAPS
;;;;JOSE MEDEIROS;;;2016;2016;0;0;0;0;2016;;415262,79;file_CEAPS
;;;;LASIER MARTINS;;;2016;2016;0;0;0;0;2016;;240840,73;file_CEAPS
;;;;JOSE MARANHAO;;;2016;2016;0;0;0;0;2016;;250753,45;file_CEAPS
;;;;DAVI ALCOLUMBRE;;;2016;2016;0;0;0;0;2016;;510076,07;file_CEAPS
;;;;GARIBALDI ALVES FILHO;;;2016;2016;0;0;0;0;2016;;195429,24;file_CEAPS
;;;;DARIO BERGER;;;2016;2016;0;0;0;0;2016;;319814,09;file_CEAPS
;;;;GLADSON CAMELI;;;2016;2016;0;0;0;0;2016;;456885,46;file_CEAPS
;;;;JOSE SERRA;;;2016;2016;0;0;0;0;2016;;114621,9;file_CEAPS
;;;;FERNANDO BEZERRA COELHO;;;2016;2016;0;0;0;0;2016;;435141,96;file_CEAPS
;;;;ELMANO FERRER;;;2016;2016;0;0;0;0;2016;;428961,3;file_CEAPS
;;;;FATIMA BEZERRA;;;2016;2016;0;0;0;0;2016;;335308,94;file_CEAPS
;;;;OTTO ALENCAR;;;2016;2016;0;0;0;0;2016;;196343,34;file_CEAPS
;;;;DONIZETI NOGUEIRA;;;2016;2016;0;0;0;0;2016;;109265,86;file_CEAPS
;;;;DALIRIO BEBER;;;2016;2016;0;0;0;0;2016;;214115,91;file_CEAPS
;;;;OMAR AZIZ;;;2016;2016;0;0;0;0;2016;;390372,08;file_CEAPS
;;;;HELIO JOSE;;;2016;2016;0;0;0;0;2016;;244198,49;file_CEAPS
;;;;WELLINGTON FAGUNDES;;;2015;2015;0;0;0;0;2015;;358328,93;file_CEAPS
;;;;HELIO JOSE;;;2015;2015;0;0;0;0;2015;;197306,55;file_CEAPS
;;;;DAVI ALCOLUMBRE;;;2015;2015;0;0;0;0;2015;;464535,74;file_CEAPS
;;;;GLADSON CAMELI;;;2015;2015;0;0;0;0;2015;;385195,47;file_CEAPS
;;;;MARCO ANTONIO COSTA;;;2015;2015;0;0;0;0;2015;;2746,55;file_CEAPS
;;;;FATIMA BEZERRA;;;2015;2015;0;0;0;0;2015;;295399,8;file_CEAPS
;;;;FERNANDO BEZERRA COELHO;;;2015;2015;0;0;0;0;2015;;357386,28;file_CEAPS
;;;;ELMANO FERRER;;;2015;2015;0;0;0;0;2015;;423737,01;file_CEAPS
;;;;EDISON LOBAO;;;2015;2015;0;0;0;0;2015;;184489,58;file_CEAPS
;;;;DONIZETI NOGUEIRA;;;2015;2015;0;0;0;0;2015;;276978,08;file_CEAPS
;;;;JOSE MARANHAO;;;2015;2015;0;0;0;0;2015;;169031,11;file_CEAPS
;;;;SODRE SANTORO;;;2015;2015;0;0;0;0;2015;;40724,45;file_CEAPS
;;;;GARIBALDI ALVES FILHO;;;2015;2015;0;0;0;0;2015;;235066,24;file_CEAPS
;;;;FERNANDO RIBEIRO;;;2015;2015;0;0;0;0;2015;;31676,24;file_CEAPS
;;;;JADER BARBALHO;;;2015;2015;0;0;0;0;2015;;225823,36;file_CEAPS
;;;;RONALDO CAIADO;;;2015;2015;0;0;0;0;2015;;231463,7;file_CEAPS
;;;;OMAR AZIZ;;;2015;2015;0;0;0;0;2015;;384293,08;file_CEAPS
;;;;ROBERTO ROCHA;;;2015;2015;0;0;0;0;2015;;409111,69;file_CEAPS
;;;;RICARDO FRANCO;;;2015;2015;0;0;0;0;2015;;10498,25;file_CEAPS
;;;;ANTONIO ANASTASIA;;;2015;2015;0;0;0;0;2015;;243502,69;file_CEAPS
;;;;LASIER MARTINS;;;2015;2015;0;0;0;0;2015;;204870,49;file_CEAPS
;;;;REGINA SOUSA;;;2015;2015;0;0;0;0;2015;;374655,84;file_CEAPS
;;;;OTTO ALENCAR;;;2015;2015;0;0;0;0;2015;;170764,58;file_CEAPS
;;;;CRISTOVAM BUARQUE;;;2015;2015;0;0;0;0;2015;;11400;file_CEAPS
;;;;ROMARIO;;;2015;2015;0;0;0;0;2015;;334981,67;file_CEAPS
;;;;RAIMUNDO LIRA;;;2015;2015;0;0;0;0;2015;;137512,56;file_CEAPS
;;;;DALIRIO BEBER;;;2015;2015;0;0;0;0;2015;;125273,24;file_CEAPS
;;;;PAULO ROCHA;;;2015;2015;0;0;0;0;2015;;373594,35;file_CEAPS
;;;;TASSO JEREISSATI;;;2015;2015;0;0;0;0;2015;;73906,6;file_CEAPS
;;;;SIMONE TEBET;;;2015;2015;0;0;0;0;2015;;163041,96;file_CEAPS
;;;;JOSE MEDEIROS;;;2015;2015;0;0;0;0;2015;;340623,3;file_CEAPS
;;;;RUBEN FIGUEIRO;;;2015;2015;0;0;0;0;2015;;23492,92;file_CEAPS
;;;;WILDER MORAIS;;;2015;2015;0;0;0;0;2015;;251598,9;file_CEAPS
;;;;DARIO BERGER;;;2015;2015;0;0;0;0;2015;;261835,36;file_CEAPS
;;;;DOUGLAS CINTRA;;;2015;2015;0;0;0;0;2015;;304475,23;file_CEAPS
;;;;JOSE SERRA;;;2015;2015;0;0;0;0;2015;;331755,31;file_CEAPS
;;;;TELMARIO MOTA;;;2015;2015;0;0;0;0;2015;;447963,73;file_CEAPS
;;;;ROSE DE FREITAS;;;2015;2015;0;0;0;0;2015;;358397,54;file_CEAPS
;;;;SANDRA BRAGA;;;2015;2015;0;0;0;0;2015;;361072,07;file_CEAPS
