CODIGO;ANO;SENADOR;QTDE_TIPO_DESPESA;QTDE_FORNECEDOR;UF;PARTIDO;DATA_NASC;IDADE;SEXO;VALOR_REEMBOLSADO;QTDE_MATERIAS_PUB;QTDE_TIPO_MATERIA
5052;2016;;;;;;;;;;25;6
677;2017;;;;;;;;;;50;8
677;2015;;;;;;;;;;119;9
677;2016;;;;;;;;;;33;6
4593;2012;;;;;;;;;;130;11
4593;2014;;;;;;;;;;46;12
4593;2013;;;;;;;;;;96;14
4593;2011;;;;;;;;;;160;12
5322;2017;;;;;;;;;;65;7
5322;2015;;;;;;;;;;206;10
5322;2016;;;;;;;;;;83;6
456;2017;;;;;;;;;;53;9
456;2014;;;;;;;;;;1;1
456;2011;;;;;;;;;;1;1
456;2015;;;;;;;;;;239;13
456;2016;;;;;;;;;;73;11
2331;2017;;;;;;;;;;70;6
2331;2015;;;;;;;;;;87;9
2331;2016;;;;;;;;;;44;8
4893;2014;;;;;;;;;;89;9
4893;2013;;;;;;;;;;82;9
5038;2015;;;;;;;;;;74;8
5038;2016;;;;;;;;;;5;3
5527;2017;;;;;;;;;;43;7
5527;2015;;;;;;;;;;160;10
5527;2016;;;;;;;;;;61;7
4957;2013;;;;;;;;;;21;3
5106;2017;;;;;;;;;;11;4
3396;2017;;;;;;;;;;43;7
3396;2015;;;;;;;;;;137;9
3396;2016;;;;;;;;;;50;6
5535;2017;;;;;;;;;;48;8
5535;2015;;;;;;;;;;147;12
5535;2016;;;;;;;;;;116;14
5619;2017;;;;;;;;;;15;3
4949;2012;;;;;;;;;;24;7
4786;2016;;;;;;;;;;12;2
1173;2017;;;;;;;;;;60;12
1173;2014;;;;;;;;;;2;1
1173;2011;;;;;;;;;;1;1
1173;2015;;;;;;;;;;103;11
1173;2016;;;;;;;;;;60;8
5070;2017;;;;;;;;;;50;7
5070;2012;;;;;;;;;;18;3
5070;2014;;;;;;;;;;34;5
5070;2013;;;;;;;;;;42;4
5070;2015;;;;;;;;;;104;6
5070;2016;;;;;;;;;;44;5
4772;2014;;;;;;;;;;21;4
